tenure_months,monthly_usage_hours,has_multiple_devices,customer_support_calls,payment_failures,is_premium_plan,churn
3,14.733774199330643,0,4,0,0,1
54,17.253121156966362,1,2,0,0,0
14,26.215960095724277,1,1,0,1,0
16,13.035091911624047,1,1,0,1,0
10,16.791494847887414,1,3,1,0,0
29,26.053788698087953,1,2,0,0,0
10,22.470881447118767,1,4,0,0,0
12,20.89563906889478,0,1,0,1,0
30,16.757769322918755,1,3,0,1,0
41,20.15252407250214,0,0,0,1,0
1,17.310854657733497,1,0,0,0,0
5,15.703069344646245,0,3,0,0,1
20,14.5997126234913,0,2,1,1,0
8,23.920477981862494,0,0,0,0,0
43,19.69796933891932,1,2,0,0,0
12,21.572568719013482,1,0,0,0,0
1,20.75836592900702,1,1,0,0,0
57,22.204594139041795,1,0,0,1,0
54,18.72640605007054,0,2,0,0,0
20,17.59171274472713,0,1,0,0,0
28,15.923598353044389,1,1,0,0,0
57,12.930154332964431,0,2,0,0,0
43,14.389834146885416,1,2,0,0,0
37,18.172911394498893,0,1,0,1,0
47,11.98480257782261,0,1,0,0,0
37,13.088570479319849,0,1,0,1,0
12,25.210699463175885,1,3,1,1,0
37,21.12089742426896,0,2,0,0,0
49,17.740816358982396,0,2,1,0,0
49,31.3578722945228,0,0,0,0,0
56,11.758751406434856,0,0,0,0,0
44,24.87805638230911,0,1,0,0,0
56,19.44266958610292,1,2,0,1,0
28,23.92523511456406,1,4,0,1,0
47,20.544768586354035,0,1,0,1,0
15,10.638774688773712,1,1,1,0,0
6,20.477302337794143,1,0,0,1,0
44,21.67777927319799,1,1,0,0,0
59,9.04007350737793,0,2,0,0,0
20,29.720241469009494,1,1,0,1,0
50,21.556037970863862,1,3,1,1,0
14,23.359938700682477,0,2,0,1,0
2,14.172353052118442,0,1,0,1,0
9,23.45308761072809,1,1,1,0,0
37,25.44752229781528,0,2,0,0,0
20,21.267841140689228,0,0,0,0,0
26,19.953142207396176,0,0,0,1,0
29,15.532059375507917,0,1,0,0,0
1,18.91896541108337,0,2,0,0,0
55,17.4398524287036,0,2,0,0,0
35,22.85997818696342,0,0,0,1,0
6,15.750620374412987,1,1,0,0,0
37,22.823253607517785,0,1,0,1,0
53,15.805072186351717,0,2,0,1,0
59,18.688237229199906,0,1,0,1,0
5,23.080221985064085,0,5,0,0,1
33,16.48101640006978,0,3,0,0,0
49,23.25268244488801,0,2,0,0,0
51,22.76497078835684,1,1,0,0,0
14,18.64524663311528,0,0,0,0,0
12,25.808916006778947,1,1,0,1,0
42,20.388921709885572,0,2,0,1,0
20,25.51138263292675,1,1,0,0,0
53,28.967324624385892,1,1,0,1,0
50,18.79349489149344,1,0,1,0,0
24,23.224774920136984,1,0,0,0,0
59,16.812160373385623,0,2,0,0,0
43,14.83592795245901,0,0,0,1,0
34,19.022701713067857,0,1,0,0,0
25,13.186998601252686,0,2,0,1,0
50,15.311961101763451,0,1,0,0,0
29,22.95716299660534,1,1,0,1,0
57,17.431754922755808,0,2,1,1,0
39,23.552570435609308,0,2,0,0,0
31,21.497059690087436,1,1,0,0,0
56,29.255770310095578,0,0,0,0,0
47,22.621686427880228,1,1,0,0,0
43,25.57109035139657,0,2,0,1,0
50,22.009423315637733,0,1,0,1,0
23,21.556967505390364,1,0,0,0,0
44,25.823665210566574,0,3,0,1,0
38,23.343987329326325,1,2,0,0,0
20,21.05031806478714,0,1,0,0,0
23,21.028273329648588,1,2,1,0,0
45,22.69114655915208,1,1,0,0,0
52,16.643132402700576,1,1,0,1,0
16,16.43100266930651,0,1,0,0,0
50,27.12702966186466,0,3,0,1,0
42,29.322068319299987,0,1,0,0,0
55,15.355587707949171,1,0,0,0,0
8,16.65502783780148,0,3,1,0,0
50,25.712614097520724,0,4,0,1,0
21,22.667599965711982,1,0,0,1,0
1,23.382140526604612,1,0,0,0,0
55,24.483006474265284,1,1,0,0,0
8,18.79633919127962,0,1,0,0,0
29,21.64984962495093,0,2,0,0,0
32,21.260960753490462,0,1,0,0,0
38,15.707541998772697,1,0,0,1,0
5,21.575454716078518,0,1,1,0,0
47,26.18855348074834,0,2,0,0,0
22,18.329333805783193,0,1,0,0,0
47,20.762846243704672,0,1,0,0,0
34,21.03354458005428,1,0,0,1,0
1,18.576677247823646,1,1,0,0,0
55,23.38450618847179,0,2,0,0,0
55,16.599671843725062,0,0,0,0,0
26,26.663227593479668,1,0,1,1,0
43,23.131027808161228,0,2,0,0,0
10,15.316156996635527,0,1,0,0,0
30,28.490048424431265,1,1,0,0,0
50,20.840507306307977,0,2,0,1,0
18,16.38526241382474,1,2,0,0,0
17,25.522772624955955,0,0,0,0,0
26,22.473357597240124,0,5,0,0,0
8,11.140201478829809,1,1,0,1,0
47,17.37169841378073,0,0,0,1,0
40,21.39548668610772,0,1,0,1,0
49,9.202166611786707,0,2,0,1,0
12,20.42535042693697,0,1,0,0,0
27,20.789896863526298,0,1,0,0,0
8,14.082540588120889,0,1,0,0,0
25,21.353224431299818,0,2,1,0,0
46,20.037319195625166,0,2,1,0,0
4,14.043529470574928,0,0,0,0,0
33,24.597802734314126,0,1,0,0,0
1,24.189268973839024,0,0,0,1,0
19,18.551314565738195,0,1,0,0,0
31,19.007093383040882,1,2,1,0,0
16,23.631319687976728,1,1,0,0,0
14,18.996684284440967,1,0,0,1,0
53,10.345458997399227,0,4,0,0,0
48,22.434682786999637,0,2,1,0,0
5,15.933703396307457,0,2,1,0,0
41,18.05078472791203,0,3,0,1,0
26,27.289352839757377,0,2,0,1,0
28,19.33010762995601,1,0,0,0,0
2,20.008674679369367,1,1,0,1,0
50,22.548336377317987,0,0,0,0,0
6,22.52666971937016,1,2,0,1,0
9,15.404011163111083,0,1,0,0,0
33,19.698507422328127,0,0,1,0,0
41,20.180762639629137,1,0,0,0,0
25,21.360134483144137,0,0,0,0,0
48,21.446109704583098,0,3,0,0,0
13,32.93720614388729,0,0,1,0,0
9,14.120701147063777,1,3,0,0,0
53,24.90045810098978,1,2,0,1,0
13,25.916879029165294,0,1,0,0,0
31,22.463919869617637,0,2,0,0,0
41,16.748423025634626,0,1,1,0,0
11,28.323340151338133,0,0,0,1,0
4,9.040085676299011,0,0,1,0,1
34,16.583666513910867,0,1,0,0,0
38,25.858410986114055,1,2,0,0,0
46,18.14944198288741,1,1,0,1,0
4,27.98232262400093,0,0,0,0,1
38,12.440976276607998,1,2,0,0,0
19,14.43949053025996,0,1,0,0,0
6,17.341809149365126,0,0,0,0,0
34,22.086996387682643,0,0,0,0,0
18,18.889899248099887,0,0,0,0,0
13,17.548003737187894,0,1,1,1,0
41,27.10198215549262,0,2,0,0,0
23,27.567224876945755,1,3,0,1,0
19,17.928101171462224,0,0,0,0,0
45,11.451160963351688,0,0,0,1,0
11,9.212580854063102,1,2,0,0,0
1,21.19645057390178,1,2,0,0,0
24,23.27977811109399,0,2,0,0,0
54,20.314988927892728,0,1,0,1,0
7,19.645459464596208,0,0,1,0,0
25,15.977286926529587,0,1,0,0,0
21,23.274898969569193,0,2,0,1,0
15,28.390926894494548,0,2,0,0,0
1,8.91561161332222,0,1,0,0,1
12,19.612494056061422,0,5,0,1,0
58,15.148258252932,0,0,1,1,0
7,12.547670029730742,1,1,0,0,0
15,14.350120646077919,0,0,1,0,0
21,21.898364278422022,0,2,0,0,0
19,22.02481098795583,1,0,0,0,0
29,27.301438805874,1,1,0,1,0
25,20.043907735727306,0,2,0,0,0
33,11.208891850652108,0,1,0,1,0
49,18.809152288120142,1,3,0,1,0
32,13.068104638921081,1,2,0,0,0
49,13.966020567889975,1,2,0,0,0
35,22.902795292032476,0,1,0,1,0
44,20.9709045279721,0,0,0,0,0
38,22.937827977176653,1,1,0,1,0
26,18.21253576364136,0,0,0,0,0
11,23.95264781712678,0,2,0,0,0
35,17.932985508549443,1,0,0,0,0
8,25.583414163711236,0,0,0,1,0
46,21.723194697357712,1,2,0,1,0
14,18.965015647576912,1,4,0,0,0
10,21.060465220880484,0,0,1,1,0
2,19.91069649512541,0,0,0,1,0
46,27.980532576564613,1,1,0,0,0
9,21.227188112893945,0,1,0,0,0
3,19.991936638027457,0,0,0,0,0
21,18.807545714746002,0,2,0,1,0
26,24.215921096225053,1,2,0,1,0
8,23.539566695267524,1,0,0,1,0
48,18.63079184843686,0,1,0,0,0
2,14.221792426885957,0,0,0,0,0
6,15.490159308108232,1,2,0,1,0
28,19.079187302289018,1,1,0,0,0
53,26.744637530595416,1,4,0,0,0
29,18.74911685376543,1,1,0,1,0
26,17.029381950172176,0,2,0,0,0
25,11.19640343375677,1,2,0,0,0
12,27.56770717801148,0,2,0,0,0
5,22.8451407299073,0,1,0,1,1
34,23.98004985002929,1,2,1,1,0
48,24.808440259646876,0,2,0,1,0
37,19.176348856205184,0,2,0,0,0
15,20.422953168737678,0,1,0,0,0
44,27.44300970975997,0,0,0,0,0
36,20.897904446595685,1,0,0,0,0
15,22.93762645031997,1,1,1,0,0
43,24.352753586002557,1,1,0,0,0
48,23.214656662113217,1,3,0,0,0
23,19.359154148667532,0,1,0,0,0
6,19.8305807859304,0,0,0,0,0
46,23.88820218987971,1,2,0,0,0
50,23.880014299673633,1,1,0,1,0
44,25.841162995097307,0,0,0,0,0
59,22.755484916549193,1,2,0,0,0
43,22.983028067960273,0,2,0,0,0
45,17.768833166077766,0,0,0,0,0
21,17.094252444640492,0,1,0,1,0
23,23.903153371757472,0,3,0,0,0
43,17.129074659918125,1,1,1,0,0
55,19.89649498441569,0,0,0,0,0
16,26.895116204856453,0,0,1,0,0
47,26.102851461725443,0,0,0,0,0
53,21.50894415398592,0,1,0,1,0
15,18.51930210083145,1,1,0,0,0
25,19.38310544828248,0,0,0,0,0
36,24.338300705278073,1,0,0,0,0
11,19.817503612769173,0,0,0,0,0
51,17.20858803494868,1,2,0,0,0
15,26.07887378203987,0,3,0,0,0
4,20.908000695646408,0,2,0,1,0
21,17.11372089504127,0,2,0,1,0
13,22.394700944663153,0,1,0,1,0
22,24.856092065962542,0,1,0,0,0
19,14.961634676061198,1,0,0,0,0
34,18.997730433235326,1,1,0,0,0
14,18.766583162057938,1,1,0,0,0
4,22.26143582891738,0,1,0,0,0
48,23.160041614299292,0,1,0,0,0
53,17.24263044360257,0,1,0,1,0
52,12.536244120469874,0,1,0,0,0
46,25.158993772997004,0,1,1,0,0
27,14.400273647113936,1,0,0,0,0
29,21.355921025219388,0,3,0,0,0
47,19.34009550634659,1,4,0,0,0
28,20.812219526020375,1,3,0,0,0
35,28.256169858534292,0,1,0,0,0
8,35.19140806810914,1,1,0,1,0
16,11.832812943006957,1,0,0,0,0
42,24.91953077666462,1,0,0,1,0
36,19.218761136611768,0,2,0,0,0
30,25.23927256856276,0,1,0,0,0
18,24.786315380895818,1,1,0,0,0
2,27.048724035990816,1,1,0,0,0
49,21.424824575813485,1,1,0,0,0
13,15.55211757522488,0,2,0,0,0
4,24.638247443548103,0,0,0,0,0
26,20.589987880720322,1,2,1,0,1
25,18.83078392432934,0,3,0,0,0
30,17.61888059647519,0,0,0,1,0
11,25.031677845525646,0,2,0,1,0
7,28.016847460036885,0,1,0,0,0
31,14.023237206501829,1,0,0,0,0
44,23.109761212394652,1,0,0,1,0
10,18.138064072886774,1,0,0,1,0
39,12.663638009039431,1,1,0,0,0
13,20.73852910381504,0,1,0,0,0
31,15.834311099052197,1,3,0,0,0
7,12.111233860999011,0,3,0,1,0
56,16.09129763887733,1,1,0,0,0
49,14.861130410430732,1,0,0,1,0
42,16.766565734683045,0,0,0,1,0
42,13.370579615231556,0,3,0,0,0
56,18.02429945686893,1,3,0,0,0
36,16.43375435958014,0,2,0,0,0
20,21.87806938572829,0,2,0,0,0
4,22.967694931991577,0,1,0,0,0
54,21.30074288389221,1,1,0,0,0
7,18.822777710632455,0,2,0,1,0
54,18.68786202153843,1,1,0,0,0
1,15.814625062943172,0,4,0,1,1
44,15.935026702950315,0,0,0,1,0
56,23.518019340393682,0,4,0,1,0
45,11.20148700674768,0,0,0,0,0
42,19.596375308435288,1,0,0,0,0
47,18.382354692193996,0,1,0,0,0
59,22.99566050687446,0,0,0,0,0
13,12.874940082888246,0,2,0,0,0
55,20.062403527429698,0,1,0,0,0
22,21.714921706795533,0,1,0,1,0
54,10.476343906880025,0,0,1,0,0
21,14.628360135691313,0,0,0,1,0
22,19.541050765936042,0,2,1,0,0
28,22.57073453817152,0,1,0,0,0
9,20.9124965555635,0,1,0,0,0
26,22.802271264749038,0,2,0,0,0
9,14.603137436796727,0,0,0,0,0
15,12.056248251359866,0,2,0,0,0
10,20.42252902878395,1,2,1,0,0
24,13.853233808929426,1,1,0,0,0
58,15.673388369760985,0,0,0,1,0
57,24.661391774131868,1,1,0,0,0
42,20.945497783834256,1,0,0,0,0
8,17.15927547372293,0,1,0,0,0
24,16.509842476795182,0,2,0,0,0
16,23.104607784445825,0,2,0,0,0
49,21.059854678249916,1,1,0,0,0
26,13.927216788386545,0,2,0,0,0
27,10.260881334495263,1,0,0,0,0
37,29.40900916320075,0,0,0,1,0
4,13.88760387341221,0,1,0,0,1
50,22.638482516500616,0,1,0,1,0
24,27.55346466169087,0,3,0,0,0
19,20.73798784416578,1,1,0,0,0
36,16.997816617663975,0,1,0,1,0
39,12.869754791521439,0,0,0,1,0
10,12.799947318399848,0,2,0,0,0
25,21.88347424338193,0,1,0,0,0
18,27.254881614749923,0,2,0,0,0
19,18.022704516477354,1,2,0,1,0
36,17.22139768925318,0,2,0,0,0
10,23.48740545405593,1,1,0,0,0
33,16.570263730476267,0,1,0,0,0
55,21.372414538142106,1,0,0,1,0
50,20.209007250427565,0,2,0,1,0
5,17.95265970710972,0,2,0,1,0
47,19.922309206317397,0,0,0,0,0
49,28.815760573249896,1,2,0,0,0
35,23.022664720504782,1,2,1,0,0
44,25.46250402127989,0,1,0,0,0
34,15.406528195399694,1,2,0,0,0
33,25.47968073803787,1,2,0,0,0
55,23.195102377344924,0,0,0,0,0
21,12.502019517203161,1,2,0,0,0
17,22.6989536668555,1,1,0,0,0
22,17.433629316026614,0,3,0,0,0
48,12.27098161837192,0,0,1,1,0
37,20.648878661638097,0,0,0,1,0
15,22.69521295531305,0,2,0,0,0
35,20.758040343222813,0,0,0,0,0
28,19.454307075771222,0,1,0,1,0
7,18.34707330770834,0,2,0,1,0
32,32.33294004670778,0,0,0,1,0
11,14.08715305735677,0,2,1,0,0
10,24.36460991178602,0,1,0,0,0
9,20.07711485444492,1,3,0,1,0
14,15.72766746866484,1,1,0,0,0
13,19.758004746857104,1,0,0,1,0
57,13.035336812056912,1,2,0,1,0
25,17.02254796596573,0,1,0,0,0
2,19.765328370821972,0,0,0,1,0
35,12.244414707004351,1,0,0,0,0
7,22.53191269244029,0,1,1,1,0
21,15.18119479544234,1,1,0,0,0
18,12.741395209932238,0,1,1,0,0
3,14.597911320858149,0,0,0,0,0
42,30.879770809177433,1,2,0,0,0
54,10.109679290655802,1,2,0,0,0
39,22.18061544384895,0,0,0,0,0
41,16.241818644903567,1,0,0,1,0
49,18.249359142412192,0,1,0,0,0
11,23.019654643401665,1,1,0,1,0
39,22.774093574194602,0,0,0,0,0
24,16.596517904191046,1,1,0,0,0
46,13.21087996683353,1,1,0,0,0
19,23.110704868503195,0,1,0,0,0
4,22.761885965046723,1,1,0,0,0
26,18.575152456059058,0,0,0,0,0
38,22.20972191904189,1,2,0,1,0
42,17.770852595122324,1,0,0,0,0
32,15.86481217482606,0,0,0,0,0
39,20.019810905605375,0,3,1,1,0
45,22.595163705457587,1,0,0,0,0
46,21.54625134776217,0,0,0,0,0
36,22.545813400383363,0,1,0,0,0
40,16.197105633554372,1,2,0,0,0
37,27.909405623791265,1,0,1,0,0
33,18.288095723306878,1,2,0,0,0
36,19.405421742617044,0,3,0,0,0
3,13.406720453910662,0,2,0,1,0
9,19.03072421851358,0,1,0,0,0
8,22.661188684257585,1,2,0,0,0
33,23.812553063463323,0,0,0,0,0
59,27.80970368593391,0,0,0,0,0
6,22.601174479127305,0,1,0,1,0
41,21.384565978998516,1,0,0,1,0
39,17.768524442428404,0,0,0,1,0
4,16.691297958834966,1,0,0,0,0
13,24.851242573340777,1,2,0,0,0
49,24.755351758694545,0,1,0,0,0
2,14.614936495756137,1,2,0,0,0
5,23.615479435767405,1,1,0,0,0
44,23.25191845697921,1,2,0,0,0
27,14.43095557492903,1,6,0,0,0
32,22.702284023945886,1,1,1,1,0
21,14.752267702590963,0,0,0,1,0
8,7.853535161632557,0,0,0,0,0
38,19.19948793153975,1,3,0,0,0
8,21.289073526274944,0,3,0,0,0
50,19.424645975584433,1,1,0,1,0
3,34.33553408593987,0,2,0,0,0
54,21.89425614617487,0,1,0,1,0
44,20.7357090964935,0,3,0,0,0
58,22.147956516570453,0,0,0,0,0
3,17.79340497799951,1,2,0,0,0
22,24.647395310467694,0,1,0,0,0
6,21.80500973088551,0,0,0,1,0
2,21.575858519462454,1,1,0,0,0
23,16.879398885665303,0,0,0,1,0
44,12.178348367754534,0,1,0,0,0
2,17.493069554613548,0,0,0,0,0
38,21.41316928129946,0,0,0,0,0
17,17.77650260127527,1,1,0,0,0
35,21.458635835336853,0,0,0,1,0
34,18.838190615718474,0,0,0,0,0
23,22.152897423132618,1,2,0,0,0
30,15.115879370623428,0,1,0,1,0
52,20.964450059425406,1,1,0,1,0
8,16.795229268243016,1,0,0,0,0
22,12.30858528934682,0,0,0,1,0
44,19.174229384858126,0,2,0,1,0
58,27.681587869090233,1,0,0,0,0
36,12.707117960770088,1,1,0,0,0
5,20.596961251970995,0,4,0,0,1
13,23.987885316321123,0,1,0,0,0
29,31.500153425722257,0,1,0,0,0
31,17.535335087766562,0,2,0,0,0
47,16.839996976978433,0,1,0,1,0
57,14.166539020303668,0,0,0,0,0
55,25.702581674231098,0,1,0,0,0
16,15.662928353804624,0,2,0,1,0
42,18.14701784112325,0,1,0,0,0
30,10.755310613143724,1,0,0,0,0
57,24.41985921339263,0,1,0,1,0
55,25.79129140389013,0,2,0,0,0
16,24.228875317921826,0,3,0,0,0
12,11.97337359323141,0,1,0,1,0
17,23.03575520389653,0,0,0,0,0
16,11.636648076379995,0,0,0,0,0
12,20.290201510321204,0,1,0,1,0
8,21.025387899918986,0,1,0,0,0
20,21.550916090541325,0,0,0,0,0
3,22.67318266318734,1,0,0,0,0
16,19.95983198220364,1,1,0,0,0
30,10.187852436357238,0,1,0,0,0
45,22.67560504399766,0,0,0,0,0
23,20.48804070563874,1,1,0,0,0
28,15.486901043143835,0,0,0,0,0
51,12.153012894316955,0,1,0,0,0
40,27.700110929621793,0,1,0,0,0
54,26.15650269145341,1,1,0,0,0
5,23.52978703653727,0,2,0,0,1
20,16.618500443826484,1,1,0,0,0
40,7.415022238942413,0,2,0,1,0
56,23.823395877176175,1,0,0,0,0
44,21.833433869275375,1,1,0,0,0
1,18.126688454639115,1,4,0,0,1
57,25.62403153348938,0,1,0,1,0
30,24.239987669814248,0,1,0,0,0
21,20.880477441154248,0,3,0,0,0
20,20.17529208935557,0,3,0,0,0
6,20.254838587998407,1,3,0,1,0
22,23.399699364173728,1,1,0,0,0
18,15.712618267285059,0,0,0,0,0
8,22.129915608925185,1,1,0,0,0
39,15.397045277652047,0,1,1,0,0
32,26.682775858761172,0,0,0,1,0
33,22.660642857876173,1,3,0,1,0
53,16.55885869180535,0,2,0,1,0
16,20.40297912014875,0,2,0,0,0
12,15.731068099859797,0,4,0,0,0
38,27.52056418850398,1,0,0,0,0
52,28.114379922356047,0,2,1,0,0
34,23.48111841281424,1,0,0,0,0
14,27.78328283827289,1,0,0,1,0
36,20.758979744362502,1,1,0,0,0
33,23.817562835873986,0,1,1,1,0
23,26.12362260954878,0,0,0,0,0
50,19.971282022420414,1,1,0,1,0
45,20.355519286586727,0,2,0,0,0
2,24.66828300714449,0,2,0,1,0
41,23.232489827979965,1,0,0,0,0
21,16.222696398994735,1,1,0,0,0
2,9.065853143642656,0,0,0,1,1
27,19.122359687014757,1,1,0,0,0
57,9.515429103874105,1,3,0,1,0
9,15.044913319472258,0,1,0,0,0
1,15.62856521399808,0,0,0,0,0
11,17.15678844529937,0,0,0,0,0
3,24.102190720817706,1,1,0,1,0
52,25.1883977036513,0,3,1,0,0
23,22.543703599036036,0,1,0,0,0
26,23.162534880309025,1,0,1,0,0
4,23.28060228184323,1,3,0,0,0
18,7.51585004389538,1,1,1,1,1
55,20.050988410035583,0,0,0,0,0
6,11.017706394149974,0,3,0,1,0
35,22.5456973783577,0,0,0,0,0
22,9.534459263401516,0,1,0,0,0
43,19.097807323246503,0,1,0,0,0
15,22.738848880097933,0,2,0,0,0
22,14.41121025841844,0,3,0,1,0
37,24.8085798025661,1,0,0,0,0
52,22.533110849758735,0,1,0,0,0
42,21.90412347918955,0,1,0,0,0
12,23.49000793755266,1,1,0,0,0
47,18.20399956116672,1,0,0,0,0
49,20.759594318784043,0,1,0,0,0
42,20.050257861170994,1,2,0,1,0
38,19.937255276919277,0,1,0,0,0
18,16.639844616764613,0,0,0,1,0
45,13.78733942638647,0,0,0,0,0
35,18.315708253552625,1,0,1,0,0
30,18.040260464028666,1,2,0,1,0
24,16.31634506241555,0,2,0,0,0
42,24.260268909050122,0,2,0,0,0
30,14.138966910721935,0,3,0,0,0
14,19.142454205543793,0,3,1,0,0
6,25.831698557806263,1,1,0,0,0
3,24.545646762997762,0,3,0,0,0
16,26.081469425486414,0,2,0,0,0
7,17.046097113128866,0,1,0,0,0
52,23.921440628638535,0,1,0,0,0
14,14.685148015109341,0,5,0,1,0
9,18.6206302209173,1,0,0,1,0
15,19.091220946099035,0,1,0,0,0
21,17.120798939009948,1,0,0,1,0
35,18.190930059577376,0,3,1,1,0
2,17.533120362513237,0,1,0,0,0
27,15.088030944491523,0,0,0,0,0
2,24.282067530028957,0,2,0,0,0
35,19.087749985628655,0,0,0,0,0
18,21.007182719586428,0,1,0,1,0
14,20.818884355964272,1,2,1,0,0
20,20.273632125550108,0,2,0,0,0
18,20.464022730282142,0,1,0,0,0
10,18.472913899844894,0,1,0,0,0
25,27.091984342574314,0,1,0,0,0
2,23.803723808176795,0,1,0,1,0
25,20.0919101638551,0,1,0,1,0
54,17.764727820169682,0,2,0,0,0
33,19.4058957863546,1,0,0,1,0
36,22.08810758185873,0,0,0,0,0
31,27.49970046268156,0,0,0,1,0
14,13.134762276674778,0,0,0,0,0
1,23.298873793208887,1,0,0,1,0
46,25.633618183893173,0,0,0,0,0
16,12.566407650473842,1,2,0,0,0
54,19.094245616343628,0,2,0,0,0
46,14.677410134584806,0,1,0,0,0
52,22.15264805838517,0,1,0,1,0
3,18.208245338222238,1,1,0,0,0
35,19.349304665599373,1,0,0,0,0
41,17.94472096360763,0,3,0,0,0
6,23.60081716384134,0,0,0,1,0
25,21.145164802990692,0,1,0,1,0
13,21.154633820198278,0,0,0,1,0
53,20.803109125407268,1,1,0,0,0
34,22.862454402260685,0,4,0,0,0
8,18.690140725718383,0,0,0,0,0
21,28.503873937704633,0,0,1,0,0
34,13.826026243907403,0,1,1,0,0
4,11.370407759151757,1,3,0,1,0
25,10.956597156957134,0,2,1,1,0
15,9.602059403537822,1,0,0,0,0
4,23.36584907410126,0,0,0,0,0
45,22.756838496413202,0,1,0,1,0
12,26.038882458877975,0,2,0,0,0
32,14.716808926472389,0,1,0,0,0
32,23.727307273727504,1,2,1,1,0
28,20.28412031074653,1,3,0,0,0
13,20.832932495779296,0,1,1,1,0
31,23.12811447674804,0,4,0,0,0
14,16.218591244687783,1,1,0,0,0
20,32.93624567702244,1,3,0,0,0
18,26.65940152137677,0,3,0,0,0
29,17.341470230023198,0,2,0,0,0
6,14.54630971138326,1,0,0,1,0
32,19.56047919097654,1,2,0,0,0
29,20.911292217910212,1,2,0,1,0
43,25.328076298541554,1,2,0,0,0
2,14.15639544215837,0,1,0,0,0
23,21.42743471599583,0,2,0,1,0
19,12.354924877926054,0,1,0,0,0
31,22.181787967055595,0,0,0,0,0
51,19.462478897709747,0,1,0,0,0
5,29.683398811428816,0,3,0,0,1
19,12.269987278901615,0,1,1,0,0
34,26.853041907450525,1,2,0,1,0
10,11.480843324168909,0,2,0,0,0
25,13.36394862796748,1,5,0,0,0
2,11.614527207639174,1,0,0,0,0
11,21.25176304225527,0,1,0,0,0
50,14.131505946231332,0,1,0,0,0
31,13.25834247359731,0,0,0,0,0
56,21.013838008116903,1,0,0,0,0
15,22.258876929373454,1,1,0,1,0
9,20.19924652075163,0,2,0,1,0
23,19.188904254892236,0,0,0,0,0
19,29.14454816218589,0,1,0,0,0
9,20.72918133120985,0,2,0,1,0
35,24.028457369611246,0,1,0,0,0
21,20.714610628449794,1,1,0,0,0
9,14.510618558726579,1,1,0,0,0
28,22.749438409510084,0,1,0,0,0
46,16.72101344265104,1,0,1,1,0
51,19.545069309803818,1,0,0,0,0
7,21.52701340946713,1,1,0,0,0
16,10.292909665566786,0,2,0,1,0
16,11.952489380541355,0,1,0,0,0
33,24.547295862487815,0,2,0,0,0
4,16.68126776700528,0,0,0,0,0
4,16.918390054455696,0,3,0,1,0
39,20.832191986854102,1,1,0,0,0
40,18.071637014390653,1,2,0,0,0
17,22.08794190821395,0,2,0,0,0
37,19.74439105633478,0,0,1,1,0
39,20.99301475090224,0,0,0,0,0
52,16.490708048788736,0,1,0,0,0
29,20.967974116404637,1,1,0,0,0
52,25.52544543417722,1,1,0,0,0
36,17.161258919429006,1,0,0,0,0
38,24.576591501360756,0,0,0,0,0
39,19.742198408386756,1,0,0,0,0
50,23.672408279889687,0,0,0,0,0
37,20.643856591765555,1,1,0,0,0
52,19.83294539951037,0,2,0,1,0
35,21.74864841038183,0,2,0,1,0
7,26.067987811511244,1,3,0,1,0
27,21.180486471075376,0,4,0,1,0
28,22.392654154541987,1,2,0,1,0
22,18.15757543211649,1,1,0,0,0
14,27.85443236997513,0,2,0,0,0
7,23.201685554648357,0,1,0,0,0
37,20.38854230012503,0,1,1,0,0
22,19.386731638726626,0,4,0,1,0
5,24.889541346365554,0,3,0,1,0
55,16.9689796147737,1,0,0,0,0
2,11.085624918643335,0,1,0,1,0
27,20.361997997122277,1,0,1,0,0
21,25.950022865571718,1,1,0,0,0
54,27.95654405592337,0,3,0,0,0
38,19.4635302828306,1,2,0,1,0
15,20.217938319708917,0,2,0,0,0
21,22.597652162579777,1,0,0,0,0
10,18.678252905681177,1,0,0,1,0
23,22.582029741955743,0,2,0,0,0
58,19.57299124465866,1,3,0,0,0
56,25.0568412859509,1,0,0,1,0
39,23.614902565489118,1,3,0,0,0
5,24.051139161512165,1,0,0,0,0
1,18.97341177598956,1,0,0,0,0
13,29.629636602511304,0,2,0,0,0
21,22.41955971189736,0,1,0,0,0
26,21.236470267434157,0,2,0,1,0
50,16.19528509716514,0,1,0,1,0
45,19.51464089925723,0,1,0,1,0
21,20.57189880351318,0,1,0,1,0
53,16.0616135178785,1,2,0,0,0
18,18.53841427115456,1,0,1,1,0
37,19.17099990948495,0,0,0,0,0
45,20.279603304616092,1,2,0,0,0
32,11.186465049791979,0,1,0,1,0
36,19.32364729647868,0,1,0,0,0
17,18.11326908460034,1,1,0,0,0
35,19.895579251875503,1,3,0,1,0
49,25.176382830901282,1,1,0,0,0
11,30.26197746060603,1,2,1,0,0
21,23.391885998223135,0,0,0,0,0
52,13.827889139668319,1,1,0,1,0
55,18.27296524083733,0,1,0,1,0
53,22.979816544155454,1,1,0,0,0
26,22.416452482145115,0,3,1,0,0
4,24.93662867726537,1,1,0,0,0
34,19.513245028547022,1,2,0,0,0
52,18.182498778172473,0,1,0,0,0
48,28.762120019580195,0,0,0,0,0
18,20.293353016848187,0,0,0,0,0
40,14.916628119894426,1,3,0,0,0
35,27.375668285164604,1,2,0,0,0
41,12.519522543027776,0,1,0,0,0
29,2.5247738875569716,1,1,0,0,0
